code,name,行业,上市时间,最新,涨幅,股息率_2024
001266,宏英智能,仪器仪表,20220228,24.69,0.04,1.22
001267,汇绿生态,工程建设,20211117,8.41,-0.94,0.59
001268,联合精密,通用设备,20220630,22.25,-0.54,2.02
001269,欧晶科技,光伏设备,20220930,23.62,-1.05,0.0
001270,铖昌科技,半导体,20220606,35.46,-1.17,0.0
001277,速达股份,专用设备,20240903,38.22,-1.72,1.45
001278,一彬科技,汽车零部件,20230308,16.38,-1.15,0.61
001279,强邦新材,造纸印刷,20241011,42.2,-4.03,0.3
001282,三联锻造,汽车零部件,20230524,27.24,0.37,0.73
001283,豪鹏科技,电池,20220905,51.64,-2.57,0.93
001286,陕西能源,电力行业,20230410,8.93,-1.0,4.59
001287,中电港,贸易行业,20230410,18.18,-2.31,0.62
001288,运机集团,工程机械,20211101,20.5,-0.97,1.22
001289,龙源电力,电力行业,20220124,16.57,-1.54,1.37
001296,长江材料,非金属材料,20211224,17.32,0.58,2.31
001298,好上好,电子元件,20221031,27.63,-3.73,0.22
001299,美能能源,燃气,20221031,10.84,0.37,7.38
001300,三柏硕,家用轻工,20221019,13.42,-1.03,0.07
001301,尚太科技,非金属材料,20221228,47.3,-2.47,1.69
001306,夏厦精密,通用设备,20231116,76.83,-1.12,0.42
001308,康冠科技,消费电子,20220318,21.36,-1.2,0.84
001309,德明利,半导体,20220701,111.23,-1.48,0.27
001311,多利科技,汽车零部件,20230227,27.78,-0.57,2.41
001313,粤海饲料,农牧饲渔,20220216,7.96,-2.21,0.0
001314,亿道信息,消费电子,20230214,43.5,-5.33,0.21
001316,润贝航科,贸易行业,20220624,43.05,-1.17,0.85
001317,三羊马,物流行业,20211130,44.81,-0.36,0.22
001318,阳光乳业,食品饮料,20220520,12.88,-2.2,1.4
001319,铭科精技,汽车零部件,20220512,28.08,0.32,1.39
001322,箭牌家居,装修建材,20221026,8.3,-1.54,1.59
001323,慕思股份,家用轻工,20220623,31.2,-0.98,5.61
001324,长青科技,交运设备,20230522,17.97,-1.32,0.4
001326,联域股份,光学光电子,20231109,33.86,-1.71,2.84
001328,登康口腔,美容护理,20230410,51.56,-4.22,1.45
001330,博纳影业,文化传媒,20220818,4.48,-0.67,0.0
001331,胜通能源,物流行业,20220908,13.26,-0.45,0.0
001332,锡装股份,专用设备,20220920,33.53,-0.68,2.98
001333,光华股份,化学制品,20221208,20.21,0.55,1.78
001336,楚环科技,专用设备,20220725,19.85,-0.85,0.76
001337,四川黄金,贵金属,20230303,24.8,2.27,1.41
001338,永顺泰,农牧饲渔,20221116,11.12,-1.85,2.7
001339,智微智能,计算机设备,20220815,47.55,-2.8,0.34
001358,兴欣新材,化学原料,20231221,23.36,-2.67,2.14
001359,平安电工,非金属材料,20240328,30.61,-0.16,1.18
001360,南矿集团,专用设备,20230410,13.27,-0.45,1.13
001366,播恩集团,农牧饲渔,20230307,11.38,-0.52,0.0
001367,海森药业,化学制药,20230410,25.05,10.01,0.68
001368,通达创智,塑料制品,20230313,21.67,-1.72,3.69
001373,翔腾新材,光学光电子,20230601,28.86,0.73,0.35
001376,百通能源,公用事业,20231103,12.05,-1.63,1.24
001378,德冠新材,塑料制品,20231030,21.85,-0.05,2.97
001379,腾达科技,通用设备,20240119,20.04,-0.5,0.76
001380,华纬科技,通用设备,20230516,21.73,2.4,1.38
001387,雪祺电气,家电行业,20240111,13.05,-0.46,1.53
001389,广合科技,电子元件,20240402,47.75,-0.71,1.01
001391,C国货航,物流行业,20241230,7.0,-1.13,0.93
001696,宗申动力,交运设备,19970306,22.13,-2.25,0.9
001872,招商港口,航运港口,19930505,20.58,-1.53,3.6
001896,豫能控股,电力行业,19980122,4.67,-3.91,0.0
001914,招商积余,房地产服务,19940928,11.14,-1.15,2.15
001965,招商公路,铁路公路,20171225,12.46,-0.4,3.35
001979,招商蛇口,房地产开发,20151230,8.71,-0.68,2.22
002001,新和成,化学制药,20040625,22.59,0.31,3.1
002003,伟星股份,纺织服装,20040625,11.39,-1.39,4.39
002004,华邦健康,农药兽药,20040625,4.09,0.25,0.0
002005,ST德豪,家电行业,20040625,1.75,-1.69,0.0
002006,精工科技,专用设备,20040625,17.01,-1.96,0.88
002007,华兰生物,生物制品,20040625,15.87,-1.37,1.26
002008,大族激光,通用设备,20040625,23.26,-1.32,1.5
002009,天奇股份,专用设备,20040629,15.11,-1.44,0.13
002010,传化智联,物流行业,20040629,5.26,-0.19,1.9
002011,盾安环境,家电行业,20040705,11.42,-0.95,0.0
002012,凯恩股份,造纸印刷,20040705,4.87,-1.02,0.08
002014,永新股份,包装材料,20040708,11.88,1.11,5.22
002015,协鑫能科,电力行业,20040708,7.02,-1.82,1.42
002016,世荣兆业,房地产开发,20040708,5.48,-2.14,0.18
002017,东信和平,通信设备,20040713,9.76,-1.51,1.68
002019,亿帆医药,化学制药,20040713,12.4,-0.56,1.61
002020,京新药业,化学制药,20040715,13.44,0.83,2.6
002021,中捷资源,专用设备,20040715,2.28,-1.72,0.0
002022,科华生物,医疗器械,20040721,5.97,-0.83,0.0
002023,海特高新,航天航空,20040721,10.37,-3.71,0.0
002024,ST易购,商业百货,20040721,1.89,-1.05,0.0
002025,航天电器,电子元件,20040726,47.98,-4.04,0.48
002026,山东威达,通用设备,20040727,11.66,-1.6,1.2
002027,分众传媒,文化传媒,20040804,7.48,1.49,4.41
002028,思源电气,电网设备,20040805,77.01,-0.13,0.65
002029,七匹狼,纺织服装,20040806,6.64,-1.48,1.51
002030,达安基因,医疗器械,20040809,6.02,0.17,0.0
002031,巨轮智能,专用设备,20040816,8.44,-2.2,0.0
002032,苏泊尔,家电行业,20040817,59.22,0.51,4.75
002033,丽江股份,旅游酒店,20040825,8.42,-1.52,4.16
002034,旺能环境,环保行业,20040826,17.14,-2.0,2.92
002035,华帝股份,家电行业,20040901,6.53,-0.46,4.59
002036,联创电子,光学光电子,20040903,10.22,-1.83,0.0
002037,保利联合,化学制品,20040908,8.57,1.42,0.0
002038,双鹭药业,生物制品,20040909,6.78,0.89,0.29
002039,黔源电力,电力行业,20050303,15.94,-1.48,1.0
002040,南京港,航运港口,20050325,12.72,-9.98,0.75
002041,登海种业,农牧饲渔,20050418,9.81,-1.8,0.3
002042,华孚时尚,纺织服装,20050427,5.02,1.01,0.62
002043,兔宝宝,装修建材,20050510,10.4,-0.19,5.77
002044,美年健康,医疗服务,20050518,5.27,1.74,0.26
002045,国光电器,消费电子,20050523,15.93,-1.48,0.0
002046,国机精工,通用设备,20050526,15.71,-1.94,1.34
002047,宝鹰股份,装修装饰,20050531,1.96,-1.01,0.0
002048,宁波华翔,汽车零部件,20050603,15.95,-0.56,2.94
002049,紫光国微,半导体,20050606,63.08,-2.31,0.33
002050,三花智控,家电行业,20050607,27.09,2.93,1.29
002051,中工国际,工程建设,20060619,8.07,-1.1,1.55
002052,*ST同洲,家电行业,20060627,9.9,-3.41,0.0
002053,云南能投,综合行业,20060627,11.22,-1.41,2.94
002054,德美化工,化学制品,20060725,6.49,0.31,1.08
002055,得润电子,消费电子,20060725,5.65,-2.75,0.0
002056,横店东磁,光伏设备,20060802,13.55,-0.37,3.34
002057,中钢天源,非金属材料,20060802,8.03,0.12,1.42
002058,威尔泰,电网设备,20060802,10.47,0.0,0.0
002059,云南旅游,旅游酒店,20060810,5.02,-0.99,0.0
002060,广东建工,工程建设,20060810,3.48,-1.42,4.02
002061,浙江交科,工程建设,20060816,4.0,2.3,3.12
002062,宏润建设,工程建设,20060816,4.72,-2.07,2.12
002063,远光软件,软件开发,20060823,5.63,-1.75,0.53
002064,华峰化学,化纤行业,20060823,7.03,0.29,2.13
002065,东华软件,软件开发,20060823,9.28,-1.9,0.54
002066,瑞泰科技,装修建材,20060823,11.58,0.43,1.3
002067,景兴纸业,造纸印刷,20060915,3.65,3.4,0.0
002068,黑猫股份,橡胶制品,20060915,11.45,-3.46,0.0
002069,獐子岛,农牧饲渔,20060928,4.05,-1.46,0.0
002072,凯瑞德,贸易行业,20061018,4.69,-2.29,0.0
002073,软控股份,专用设备,20061018,7.92,-1.49,1.26
002074,国轩高科,电池,20061018,25.25,-2.51,0.4
002075,沙钢股份,钢铁行业,20061025,5.97,-1.81,0.84
002076,星光股份,家电行业,20061025,1.94,-4.9,0.0
002077,大港股份,半导体,20061116,13.61,-2.3,0.0
002078,太阳纸业,造纸印刷,20061116,14.29,1.2,2.1
002079,苏州固锝,半导体,20061116,9.48,-1.96,0.2
002080,中材科技,玻璃玻纤,20061120,16.22,-0.92,1.39
002081,金螳螂,装修装饰,20061120,3.51,-1.4,2.85
002082,万邦德,化学制药,20061120,5.7,-0.35,0.0
002083,孚日股份,纺织服装,20061124,4.6,-1.08,6.52
002084,海鸥住工,装修装饰,20061124,3.38,-2.31,0.0
002085,万丰奥威,汽车零部件,20061128,15.96,-1.6,0.63
002086,东方海洋,农牧饲渔,20061128,2.64,-1.86,0.0
002088,鲁阳节能,装修建材,20061130,11.61,-1.53,6.89
002090,金智科技,电网设备,20061208,9.44,-0.32,0.69
002091,江苏国泰,贸易行业,20061208,7.42,0.41,5.39
002092,ST中泰,化学原料,20061208,4.82,0.21,0.0
002093,国脉科技,通信服务,20061215,10.85,-3.21,0.92
002094,青岛金王,美容护理,20061215,8.12,-6.88,0.0
002095,生意宝,互联网服务,20061215,18.52,-2.83,0.27
002096,易普力,化学制品,20061222,11.39,0.44,2.02
002097,山河智能,工程机械,20061222,7.13,-1.38,0.28
002098,浔兴股份,纺织服装,20061222,8.92,-2.83,1.12
002099,海翔药业,化学制药,20061226,6.4,9.97,0.0
002100,天康生物,农牧饲渔,20061226,6.26,-1.11,3.51
002101,广东鸿图,汽车零部件,20061229,12.55,-1.03,2.49
002102,能特科技,化学制药,20061229,3.13,0.97,0.0
002103,广博股份,家用轻工,20070110,10.05,-8.64,0.0
002104,恒宝股份,通信设备,20070110,7.13,-1.93,1.13
002105,信隆健康,交运设备,20070112,8.23,-9.26,0.0
002106,莱宝高科,光学光电子,20070112,10.16,-2.12,0.98
002107,沃华医药,中药,20070124,5.47,-0.18,0.0
002108,沧州明珠,塑料制品,20070124,3.69,-0.81,2.71
002109,兴化股份,化学原料,20070126,3.32,-1.48,0.0
002110,三钢闽光,钢铁行业,20070126,3.7,-1.6,0.0
002111,威海广泰,专用设备,20070126,10.03,-4.29,1.5
002112,三变科技,电网设备,20070208,12.63,-4.75,0.55
002114,罗平锌电,有色金属,20070215,6.57,-2.23,0.0
002115,三维通信,互联网服务,20070215,7.4,-3.77,0.0
002116,中国海诚,工程咨询服务,20070215,10.12,-1.46,3.06
002117,东港股份,造纸印刷,20070302,10.53,-2.86,2.47
002119,康强电子,半导体,20070302,15.03,-2.21,0.2
002120,韵达股份,物流行业,20070306,6.63,-1.04,3.02
002121,科陆电子,电网设备,20070306,4.99,4.39,0.0
002122,汇洲智能,通用设备,20070328,3.97,-1.73,0.0
002123,梦网科技,通信服务,20070328,16.07,3.68,0.0
002124,ST天邦,农牧饲渔,20070403,2.95,-1.67,0.0
002125,湘潭电化,化学原料,20070403,9.92,-0.5,1.61
002126,银轮股份,汽车零部件,20070418,26.23,-2.13,0.46
002127,南极电商,贸易行业,20070418,4.61,-3.35,0.87
002128,电投能源,煤炭行业,20070418,18.62,-1.9,4.56
002129,TCL中环,光伏设备,20070420,7.66,-1.03,0.0
002130,沃尔核材,非金属材料,20070420,19.13,-1.85,0.72
002131,利欧股份,互联网服务,20070427,3.6,-1.64,0.83
002132,恒星科技,通用设备,20070427,3.21,-2.73,3.12
002133,广宇集团,房地产开发,20070427,2.76,-2.13,0.0
002134,天津普林,电子元件,20070516,19.38,-0.36,0.0
002135,东南网架,工程建设,20070530,4.16,-0.48,1.68
002136,安纳达,化学原料,20070530,12.52,-1.18,0.0
002137,实益达,电子元件,20070613,7.56,-2.2,0.0
002138,顺络电子,电子元件,20070613,26.91,-0.22,2.23
002139,拓邦股份,消费电子,20070629,13.56,-0.73,0.52
002140,东华科技,工程建设,20070712,9.22,-1.07,1.63
002141,*ST贤丰,电子元件,20070720,3.17,-5.09,0.0
002142,宁波银行,银行,20070719,27.04,-0.26,3.33
002144,宏达高科,纺织服装,20070803,11.47,-0.52,0.44
002145,中核钛白,化学原料,20070803,4.29,0.7,0.37
002146,荣盛发展,房地产开发,20070808,1.4,-2.1,0.0
002148,北纬科技,通信服务,20070810,6.29,-2.78,0.25
002149,西部材料,小金属,20070810,18.94,0.05,1.58
002150,通润装备,通用设备,20070810,10.85,-1.09,0.92
002151,北斗星通,通信设备,20070813,26.53,-2.07,0.0
002152,广电运通,计算机设备,20070813,11.57,-1.87,1.73
002153,石基信息,软件开发,20070813,7.67,-2.79,0.13
002154,报喜鸟,纺织服装,20070816,3.77,-1.31,3.18
002155,湖南黄金,贵金属,20070816,23.7,3.99,0.97
002156,通富微电,半导体,20070816,23.55,-2.04,0.19
002157,正邦科技,农牧饲渔,20070817,2.8,-0.71,0.0
002158,汉钟精机,通用设备,20070817,17.81,-1.55,3.26
002159,三特索道,旅游酒店,20070817,14.41,-0.96,1.73
002160,常铝股份,有色金属,20070821,3.86,-1.03,0.0
002161,远望谷,电子元件,20070821,5.56,-4.3,0.27
002162,悦心健康,装修建材,20070823,4.12,-1.9,0.0
002163,海南发展,玻璃玻纤,20070823,8.24,-0.96,0.0
002164,宁波东力,通用设备,20070823,8.97,-2.18,0.0
002165,红宝丽,化学制品,20070913,11.22,-4.02,0.62
002166,莱茵生物,中药,20070913,7.55,1.62,1.32
002167,东方锆业,小金属,20070913,9.2,0.66,0.0
002168,ST惠程,游戏,20070919,3.02,4.86,0.0
002169,智光电气,电网设备,20070919,6.3,-2.33,1.27
002170,芭田股份,化肥行业,20070919,10.3,0.39,2.72
002171,楚江新材,有色金属,20070921,8.45,-0.71,0.83
002172,澳洋健康,医疗服务,20070921,3.59,0.0,0.0
002173,创新医疗,医疗服务,20070925,10.2,-1.26,0.0
002174,游族网络,游戏,20070925,11.74,0.17,0.01
002175,东方智造,仪器仪表,20071012,4.43,-1.34,0.0
002176,江特电机,电机,20071012,7.0,-1.27,0.0
002177,御银股份,计算机设备,20071101,4.68,-5.45,0.02
002178,延华智能,软件开发,20071101,6.02,-2.27,0.0
002179,中航光电,电子元件,20071101,39.77,-1.17,2.01
002180,纳思达,计算机设备,20071113,22.04,-0.5,0.0
002181,粤传媒,文化传媒,20071116,5.41,-3.05,1.26
002182,宝武镁业,有色金属,20071113,11.55,-2.2,0.43
002183,怡亚通,贸易行业,20071113,4.62,-1.49,0.22
002184,海得控制,专用设备,20071116,11.9,-1.73,0.0
002185,华天科技,半导体,20071120,8.9,-1.22,0.65
002186,全聚德,旅游酒店,20071120,10.29,-2.28,0.0
002187,广百股份,商业百货,20071122,6.81,-1.02,0.59
002188,中天服务,房地产服务,20071122,5.07,-1.55,0.0
002189,中光学,光学光电子,20071203,20.91,2.1,0.0
002190,成飞集成,汽车零部件,20071203,33.8,-7.02,0.0
002191,劲嘉股份,包装材料,20071205,3.69,-0.27,0.0
002192,融捷股份,能源金属,20071205,28.52,-1.01,0.58
002193,如意集团,纺织服装,20071207,5.55,-2.46,0.0
002194,武汉凡谷,通信设备,20071207,13.39,-6.36,0.52
002195,岩山科技,互联网服务,20071212,5.39,-3.92,0.0
002196,方正电机,电机,20071212,9.37,-1.88,0.0
002197,ST证通,计算机设备,20071218,5.58,0.0,0.0
002198,嘉应制药,中药,20071218,6.69,0.45,0.0
002199,东晶电子,电子元件,20071221,5.68,-2.24,0.0
002200,ST交投,农牧饲渔,20071221,8.37,-3.24,0.0
002201,正威新材,玻璃玻纤,20071226,6.3,-2.78,0.22
002202,金风科技,风电设备,20071226,9.06,-1.74,1.55
002203,海亮股份,有色金属,20080116,10.15,-0.39,1.77
002204,大连重工,工程机械,20080116,5.9,-2.48,0.85
002205,国统股份,水泥建材,20080123,9.63,-1.93,0.0
002206,海利得,化纤行业,20080123,4.94,1.23,3.64
002207,准油股份,采掘行业,20080128,5.76,-1.71,0.0
002208,合肥城建,房地产开发,20080128,6.4,-2.29,0.0
002209,达意隆,专用设备,20080130,11.9,-0.67,0.44
002210,飞马国际,环保行业,20080130,2.48,-0.8,0.0
002211,宏达新材,化学制品,20080201,2.79,-3.13,0.0
002212,天融信,软件开发,20080201,6.99,-1.83,0.54
002213,大为股份,半导体,20080201,14.13,-2.69,0.15
002214,大立科技,电子元件,20080218,9.3,-2.21,0.0
002215,诺普信,农药兽药,20080218,10.19,-1.36,3.43
002216,三全食品,食品饮料,20080220,11.67,-1.68,2.57
002217,*ST合泰,光学光电子,20080220,2.14,-0.93,0.0
002218,拓日新能,光伏设备,20080228,3.11,-1.89,0.32
002219,新里程,医疗服务,20080306,2.34,-0.85,0.0
002221,东华能源,石油行业,20080306,7.96,-0.13,0.0
002222,福晶科技,光学光电子,20080319,32.33,-2.33,0.62
002223,鱼跃医疗,医疗器械,20080418,36.95,0.68,2.17
002224,三力士,橡胶制品,20080425,4.55,-0.66,0.66
002225,濮耐股份,装修建材,20080425,5.14,-1.34,0.97
002226,江南化工,化学制品,20080506,5.21,0.0,1.44
002227,奥特迅,电源设备,20080506,11.67,-3.71,0.0
002228,合兴包装,包装材料,20080508,3.32,-1.19,5.42
002229,鸿博股份,造纸印刷,20080508,15.56,-2.63,0.0
002230,科大讯飞,软件开发,20080512,46.04,-1.43,0.22
002231,奥维通信,通信服务,20080512,3.37,-5.07,0.0
002232,启明信息,互联网服务,20080509,17.06,-3.34,0.06
002233,塔牌集团,水泥建材,20080516,7.77,1.44,5.79
002234,民和股份,农牧饲渔,20080516,8.22,-0.96,0.0
002235,安妮股份,造纸印刷,20080516,5.17,-1.71,0.0
002236,大华股份,计算机设备,20080520,15.34,-1.54,4.19
002237,恒邦股份,贵金属,20080520,10.97,0.18,1.29
002238,天威视讯,文化传媒,20080526,8.14,-2.86,0.61
002239,奥特佳,汽车零部件,20080522,2.94,-2.0,0.11
002240,盛新锂能,能源金属,20080523,11.41,-0.78,0.0
002241,歌尔股份,消费电子,20080522,21.19,-1.26,1.42
002242,九阳股份,家电行业,20080528,9.59,-1.64,1.56
002243,力合科创,美容护理,20080528,7.86,-4.5,0.89
002244,滨江集团,房地产开发,20080529,9.0,-1.53,0.91
002245,蔚蓝锂芯,电池,20080605,12.4,-2.36,0.52
002246,北化股份,化学制品,20080605,12.22,6.82,0.33
002247,聚力文化,装修装饰,20080612,2.57,-2.28,0.0
002248,华东数控,通用设备,20080612,8.87,-1.0,0.0
002249,大洋电机,电机,20080619,6.67,-1.19,2.85
002250,联化科技,农药兽药,20080619,6.62,4.58,0.3
002251,ST步步高,商业百货,20080619,5.57,0.54,0.0
002252,上海莱士,生物制品,20080623,6.8,-0.73,1.03
002253,川大智胜,软件开发,20080623,9.11,-3.19,0.0
002254,泰和新材,化纤行业,20080625,9.99,-0.4,0.5
002255,海陆重工,电源设备,20080625,9.29,2.31,0.0
002256,兆新股份,电网设备,20080625,2.4,-1.23,0.0
002258,利尔化学,农药兽药,20080708,10.51,2.24,1.9
002259,ST升达,燃气,20080716,4.36,3.32,0.0
002261,拓维信息,软件开发,20080723,30.55,-1.55,0.0
002262,恩华药业,化学制药,20080723,22.15,1.51,1.63
002263,大东南,塑料制品,20080728,2.78,2.21,0.0
002264,新华都,互联网服务,20080731,6.27,-2.64,0.0
002265,建设工业,汽车零部件,20080806,21.98,-5.62,0.0
002266,浙富控股,环保行业,20080806,3.27,-1.21,1.53
002267,陕天然气,燃气,20080813,9.12,-0.65,4.93
002268,电科网安,软件开发,20080811,15.07,-2.02,0.4
002269,美邦服饰,纺织服装,20080828,1.74,-3.87,0.0
002270,华明装备,电网设备,20080905,15.55,-1.52,3.51
002271,东方雨虹,装修建材,20080910,11.08,-0.36,13.76
002272,川润股份,工程机械,20080919,9.9,-2.65,0.0
002273,水晶光电,光学光电子,20080919,18.91,-1.1,1.59
002274,华昌化工,化肥行业,20080925,7.24,-0.41,4.14
002275,桂林三金,中药,20090710,14.39,0.21,4.17
002276,万马股份,电网设备,20090710,14.08,-4.35,0.36
002277,友阿股份,商业百货,20090717,5.72,-5.3,0.17
002278,神开股份,专用设备,20090811,7.97,-0.25,0.63
002279,久其软件,软件开发,20090811,6.26,-3.1,0.0
002281,光迅科技,通信设备,20090821,41.22,-1.72,0.63
002282,博深股份,通用设备,20090821,7.28,-0.55,2.75
002283,天润工业,汽车零部件,20090821,6.03,-1.95,3.32
002284,亚太股份,汽车零部件,20090828,11.86,-1.74,0.42
002285,世联行,房地产服务,20090828,2.22,-2.63,0.0
002286,保龄宝,食品饮料,20090828,10.99,-2.74,0.86
002287,奇正藏药,中药,20090828,24.46,0.45,2.45
002290,禾盛新材,家电行业,20090903,30.41,-2.0,0.0
002291,遥望科技,互联网服务,20090903,6.42,-2.73,0.0
002292,奥飞娱乐,文化传媒,20090910,9.42,-7.1,0.0
002293,罗莱生活,纺织服装,20090910,9.62,-0.93,6.24
002294,信立泰,化学制药,20090910,45.1,5.37,1.11
002295,精艺股份,有色金属,20090929,7.89,1.41,0.46
002296,辉煌科技,通信设备,20090929,10.75,-1.56,1.86
002297,博云新材,航天航空,20090929,7.25,-3.2,0.0
